Date,Close,High,Low,Open,Volume,ts_polarity
2016-01-04,23.834379196166992,23.838904961921934,23.07647568316033,23.21448219542985,270597600,0.1320688013136289
2016-01-05,23.237102508544922,23.947495735537558,23.169231566633837,23.924872088233865,223164000,0.0708610455311973
2016-01-06,22.782358169555664,23.160180129794334,22.594580356706324,22.750684720348616,273829600,0.0674304945054945
2016-01-07,21.82083511352539,22.653397917234503,21.81631107552661,22.325350791015445,324377600,0.0604702
2016-01-08,21.936220169067383,22.422636292013316,21.890972880172917,22.29594250225007,283192000,-0.0195164197530864
2016-01-11,22.29142189025879,22.41132878701104,22.0221957987083,22.39096802012428,198957600,0.1190342489270386
2016-01-12,22.614948272705078,22.78010421815485,22.361558872832877,22.748430758930084,196616800,0.1211740776699029
2016-01-13,22.033506393432617,22.89321880806139,22.0131456284801,22.696389449818714,249758400,0.1049016829052258
2016-01-14,22.51539421081543,22.732586034939704,21.66020766034241,22.162460517242046,252680400,0.1013564336372847
2016-01-15,21.97468376159668,22.105903335147378,21.574239845295597,21.764280557825284,319335600,0.1005504496402877
2016-01-19,21.86835479736328,22.31857182283569,21.605915622025318,22.264274717138616,212350800,0.0875488397790055
2016-01-20,21.897762298583984,22.214498535192835,21.135333138627338,21.515416277343235,289337600,0.1380162939297124
2016-01-21,21.786907196044922,22.144364994082142,21.479220735553653,21.958848309910092,208646000,0.1101960667461263
2016-01-22,22.94525146484375,22.954301268454177,22.25522076876574,22.314041903123197,263202000,0.1335004222972973
2016-01-25,22.497299194335938,22.97013981957926,22.44526325095706,22.967876936978346,207178000,0.0774003018108652
2016-01-26,22.621736526489258,22.82308998314993,22.187356152080223,22.608162679187153,300308000,0.091965873015873
2016-01-27,21.135337829589844,21.861567934629136,21.117238217521038,21.728087179288206,533478800,0.0985981255857544
2016-01-28,21.286916732788086,21.384199983373826,20.902309496188032,21.219045781309546,222715200,0.1079623297002724
2016-01-29,22.02219581604004,22.02219581604004,21.34573885155747,21.445284981501306,257666000,0.0033851648351648
2016-02-01,21.816320419311523,21.87966733486503,21.583293525922265,21.825370225258307,163774000,0.163073865877712
2016-02-02,21.375144958496094,21.72807862451077,21.329895946139512,21.587809275315365,149428800,0.1414449531737773
2016-02-03,21.798213958740234,21.909071026129215,21.284650146650772,21.492790439810253,183857200,0.1431714592274678
2016-02-04,21.973363876342773,22.13941594307392,21.65263554942315,21.805038383742684,185886800,0.0795807351077313
2016-02-05,21.38650131225586,22.046157647643817,21.31143832907331,21.95517026768687,185672400,0.0850322314049586
2016-02-08,21.611692428588867,21.768643858114547,21.16358107706259,21.184052323567805,216085600,0.099437354988399
2016-02-09,21.607154846191406,21.82325018754541,21.366039656169324,21.447928161354316,177324800,0.0508009683098591
2016-02-10,21.443363189697266,21.91649606640053,21.40469412628274,21.818684959538217,169374400,0.0703446428571428
2016-02-11,21.313709259033203,21.545727137520572,21.061220133559154,21.334182241459605,200298800,0.0854571856287425
2016-02-12,21.37967872619629,21.495687685341977,21.156761455379897,21.42517328637108,161405600,0.0224310314685314
2016-02-16,21.982465744018555,22.030233725287705,21.520706856310273,21.613967657233903,196231600,0.0174510796221322
2016-02-17,22.31911849975586,22.33958974795907,21.87100711106077,21.98928948337225,179452800,0.0272547394540942
2016-02-18,21.89603042602539,22.494269555500004,21.857359617273673,22.482895481965976,156084000,0.0139293299620733
2016-02-19,21.845985412597656,22.009762339030296,21.791393682266715,21.836886501635863,141496800,0.0272413793103448
2016-02-22,22.037059783935547,22.041610107641716,21.818691102919704,21.90740332534989,137123200,0.0059877303844128
2016-02-23,21.538902282714844,21.95061798174682,21.507056965410694,21.92787157444952,127770400,0.0139673162583518
2016-02-24,21.859636306762695,21.923326957948454,21.227276647932538,21.3774060989619,145022800,0.0339138376383763
2016-02-25,22.009761810302734,22.009761810302734,21.666285305365406,21.84826004935016,110330800,-0.0013580783938814
2016-02-26,22.04388427734375,22.29637169759186,21.968819558530566,22.109848349154202,115964400,0.0447921817221341
2016-02-29,21.99383544921875,22.3441356444047,21.984736540006708,22.032504511790318,140865200,0.0651675862068965
2016-03-01,22.867313385009766,22.92190511314257,22.159889139033083,22.212207441096844,201628400,0.0429524732279449
2016-03-02,22.917354583740234,22.949199900406047,22.664865476290164,22.862762860233072,132678400,0.0347603411513859
2016-03-03,23.08795166015625,23.13571962775213,22.84911008673752,22.87868197294402,147822800,0.1020468965517241
2016-03-04,23.431432723999023,23.599758224447882,23.058386082226058,23.285853631377364,184220400,0.1159023141654979
2016-03-07,23.172122955322266,23.39049162345449,22.96512662490448,23.29040533310392,143315600,0.0477975679542203
2016-03-08,22.98105239868164,23.147104517850252,22.83774842890281,22.924185496087482,126247600,0.0378081159420289
2016-03-09,23.001516342163086,23.106151193542534,22.80816756101292,23.04473399104276,108806800,0.0260702620967741
2016-03-10,23.012893676757812,23.256283907624805,22.780877518584724,23.067487143160758,134054400,0.0431351272727272
2016-03-11,23.26083755493164,23.26538614339531,23.08796169083077,23.256287231027887,109632800,-0.1219327039784221
2016-03-14,23.31997299194336,23.408686935062335,23.15164748704423,23.18121937989713,100304400,0.0063448940269749
2016-03-15,23.788557052612305,23.925037236999444,23.62250497572415,23.64752654532976,160270800,0.0971977138643068
2016-03-16,24.104738235473633,24.18207637486654,23.790831883858232,23.795382207022403,153214000,0.0440852320675105
2016-03-17,24.066072463989258,24.21847533751933,23.87499878002317,24.002380079040535,137682800,0.0099516552154903
2016-03-18,24.09336280822754,24.225294405533155,23.92731246630815,24.18889876402552,176820800,0.0720304492512479
2016-03-21,24.091089248657227,24.486882302940177,23.91593826189222,24.09563783610061,142010800,0.0688613822145157
2016-03-22,24.27534294128418,24.404999405958215,23.931866373819943,23.940965286219534,129777600,0.0812837809187279
2016-03-23,24.141130447387695,24.354950499645543,24.088813882754188,24.220745478208592,102814000,0.0665135511191772
2016-03-24,24.036497116088867,24.168428719959845,23.859072693509177,23.991004297380154,104532000,0.0887141191709844
2016-03-28,23.92731475830078,24.154782333193452,23.897742862883216,24.111562938623084,77645600,0.0483272916666666
2016-03-29,24.493709564208984,24.51873113733492,23.856799633541403,23.859074795309198,124760400,0.0545817770232031
2016-03-30,24.921344757080078,25.116966993110236,24.702976112650077,24.71435018456986,182404400,0.0540670899470899
2016-03-31,24.791690826416016,24.998687155291268,24.766669254014836,24.9577429218566,103553600,0.0409620129870129
2016-04-01,25.019161224365234,25.02143638632358,24.611994005825885,24.743925632368487,103496000,0.1323835575485799
2016-04-04,25.276193618774414,25.519583816667822,25.0828448218112,25.116965299830568,149424800,0.0452475691847419
2016-04-05,24.97821617126465,25.187487678601563,24.889503947624885,24.90997693370177,106314800,0.0303564735945485
2016-04-06,25.23979949951172,25.2443498224228,24.839456119882172,25.073749157491083,105616400,0.0607572777340676
2016-04-07,24.689332962036133,25.116971415747532,24.593796988670825,25.010061368459674,127207600,0.0415709852598913
2016-04-08,24.716623306274414,24.969110674747515,24.605162964066047,24.773490190300883,94326800,0.0394508090614886
2016-04-11,24.798511505126953,25.160185811584803,24.75529385078219,24.787139168905565,117630000,0.0649763269639065
2016-04-12,25.12151527404785,25.135162770890474,24.71662333694728,24.871299595669225,108929200,0.0792437109723461
2016-04-13,25.4854679107666,25.55370714360792,25.203408597054672,25.203408597054672,133029200,0.029227508361204
2016-04-14,25.499109268188477,25.565075058853616,25.32396003710065,25.389925827765794,101895600,0.1037355426677713
2016-04-15,24.9873104095459,25.54460695698863,24.960015413802225,25.501387566474868,187756000,0.0309974676420934
2016-04-18,24.44821548461914,24.78259135881754,24.325382787072034,24.76894385979226,243286000,0.0487317638791286
2016-04-19,24.318561553955078,24.56650040091607,24.163883519050227,24.539203664601082,129539600,0.0551712669683257
2016-04-20,24.36859893798828,24.58696758608048,24.125208719604704,24.257140320151997,122444000,0.0395701095461658
2016-04-21,24.104738235473633,24.32310689047924,24.002376789557385,24.32310689047924,126210000,0.0308764654418197
