date,avg_sentiment
2016-12-19,0.55500907
2016-12-20,0.62109023
2016-12-21,0.6311058
2016-12-22,0.6109213
2016-12-23,0.5919498
2016-12-24,0.69213635
2016-12-25,0.7138636
2016-12-26,0.6501783
2016-12-27,0.64558506
2016-12-28,0.62929183
2016-12-29,0.60087556
2016-12-30,0.483785
2016-12-31,0.6005475
2017-01-01,0.66153055
2017-01-02,0.5820266
2017-01-03,0.6345677
2017-01-04,0.6230984
2017-01-05,0.52896833
2017-01-06,0.47652543
2017-01-07,0.53946096
2017-01-08,0.64117825
2017-01-09,0.5805891
2017-01-10,0.59436136
2017-01-11,0.6105813
2017-01-12,0.6048558
2017-01-13,0.59884685
2017-01-14,0.72149587
2017-01-15,0.6666941
2017-01-16,0.63694125
2017-01-17,0.49507937
2017-01-18,0.53581744
2017-01-19,0.58607537
2017-01-20,0.5234019
2017-01-21,0.60127324
2017-01-22,0.6663927
2017-01-23,0.595176
2017-01-24,0.5977696
2017-01-25,0.5972639
2017-01-26,0.6201556
2017-01-27,0.6495826
2017-01-28,0.65334773
2017-01-29,0.5456638
2017-01-30,0.64317286
2017-01-31,0.4787046
2017-02-01,0.37171733
2017-02-02,0.5322033
2017-02-03,0.6259661
2017-02-04,0.5904679
2017-02-05,0.5903825
2017-02-06,0.56149936
2017-02-07,0.58370435
2017-02-08,0.615953
2017-02-09,0.6238258
2017-02-10,0.6198661
2017-02-11,0.6555586
2017-02-12,0.70369107
2017-02-13,0.4998649
2017-02-14,0.5206876
2017-02-15,0.5479806
2017-02-16,0.6669783
2017-02-17,0.6501359
2017-02-18,0.6644091
2017-02-19,0.7270253
2017-02-20,0.72026306
2017-02-21,0.57787323
2017-02-22,0.68756944
2017-02-23,0.63216215
2017-02-24,0.60852075
2017-02-25,0.6854847
2017-02-26,0.70727026
2017-02-27,0.61375135
2017-02-28,0.6113734
2017-03-01,0.5480729
2017-03-02,0.59260046
2017-03-03,0.6461413
2017-03-04,0.6197116
2017-03-05,0.6348731
2017-03-06,0.61318076
2017-03-07,0.65616304
2017-03-08,0.647142
2017-03-09,0.592434
2017-03-10,0.63067824
2017-03-11,0.6286611
2017-03-12,0.6851481
2017-03-13,0.677949
2017-03-14,0.6177047
2017-03-15,0.50840616
2017-03-16,0.6101432
2017-03-17,0.6374975
2017-03-18,0.66410494
2017-03-19,0.6399954
2017-03-20,0.4895997
2017-03-21,0.5357267
2017-03-22,0.610552
2017-03-23,0.61973053
2017-03-24,0.5473401
2017-03-25,0.67095494
2017-03-26,0.66852653
2017-03-27,0.5533768
2017-03-28,0.47537193
2017-03-29,0.5154193
2017-03-30,0.49696675
2017-03-31,0.55190253
2017-04-01,0.6159414
2017-04-02,0.66178435
2017-04-03,0.59606284
2017-04-04,0.5619508
2017-04-05,0.5779908
2017-04-06,0.5411749
2017-04-07,0.6031682
2017-04-08,0.6701885
2017-04-09,0.51852065
2017-04-10,0.6226545
2017-04-11,0.5276912
2017-04-12,0.5644918
2017-04-13,0.6091233
2017-04-14,0.58354586
2017-04-15,0.61552924
2017-04-16,0.70241314
2017-04-17,0.5552032
2017-04-18,0.63277626
2017-04-19,0.61608756
2017-04-20,0.52183294
2017-04-21,0.61979944
2017-04-22,0.698345
2017-04-23,0.56696403
2017-04-24,0.5778327
2017-04-25,0.50023264
2017-04-26,0.67003137
2017-04-27,0.6606901
2017-04-28,0.6233602
2017-04-29,0.7249246
2017-04-30,0.6059984
2017-05-01,0.55198044
2017-05-02,0.4197729
2017-05-03,0.47607425
2017-05-04,0.57262313
2017-05-05,0.5798306
2017-05-06,0.63764745
2017-05-07,0.6825832
2017-05-08,0.4475815
2017-05-09,0.5215547
2017-05-10,0.60018605
